"starsign";"chinese";"moon";"blood";"fingers_crossed";"success"
"Aquarius";"Tiger";"Waxing (+)";"0+";0;1
"Virgo";"Dragon";"Waning (-)";"0+";0;1
"Virgo";"Dragon";"Waxing (+)";"A+";0;0
"Leo";"Dog";"Waning (-)";"0+";0;0
"Taurus";"Tiger";"Waxing (+)";"0+";0;1
"Virgo";"Goat";"Waning (-)";"A+";0;1
"Cancer";"Monkey";"Waxing (+)";"A+";0;0
"Scorpio";"Dog";"New ( )";"0-";1;1
"Scorpio";"Pig";"New ( )";"0+";0;1
"Aries";"Monkey";"Waxing (+)";"A+";0;1
"Virgo";"Rabbit";"Waxing (+)";"A+";0;1
"Libra";"Dragon";"Waxing (+)";"0+";0;1
"Taurus";"Monkey";"Waning (-)";"0+";0;1
"Pisces";"Goat";"Waxing (+)";"0+";1;0
"Virgo";"Rooster";"New ( )";"A+";0;0
"Carpicorn";"Dragon";"New ( )";"A+";0;1
"Cancer";"Rabbit";"Waxing (+)";"A+";0;1
"Libra";"Snake";"Waxing (+)";"A+";0;0
"Aquarius";"Ox";"New ( )";"0+";1;1
"Taurus";"Rat";"Waxing (+)";"B+";0;1
"Aquarius";"Ox";"Waning (-)";"A+";0;0
"Leo";"Rat";"Waxing (+)";"A+";0;1
"Virgo";"Ox";"Waning (-)";"A+";0;0
"Leo";"Snake";"Waxing (+)";"B+";0;1
"Taurus";"Tiger";"Waning (-)";"0+";1;0
"Scorpio";"Dragon";"Waning (-)";"B-";1;0
"Carpicorn";"Pig";"Waxing (+)";"0+";0;0
"Pisces";"Pig";"Waxing (+)";"A+";0;1
"Taurus";"Rooster";"Waning (-)";"A+";0;1
"Aries";"Horse";"Waxing (+)";"A+";0;1
"Leo";"Snake";"Waning (-)";"A-";0;0
"Aries";"Monkey";"Waning (-)";"B+";0;0
"Carpicorn";"Snake";"Waning (-)";"0+";1;0
"Libra";"Horse";"Waning (-)";"B+";0;0
"Aquarius";"Dragon";"Waning (-)";"A+";1;0
"Taurus";"Pig";"Waxing (+)";"0+";0;0
"Carpicorn";"Horse";"Full (O)";"A+";0;0
"Virgo";"Monkey";"New ( )";"B+";1;0
"Aquarius";"Goat";"New ( )";"A+";0;1
"Scorpio";"Snake";"Waning (-)";"0+";1;0
"Leo";"Horse";"Waxing (+)";"A+";0;0
"Aquarius";"Dog";"Full (O)";"0+";0;0
"Gemini";"Rabbit";"Waning (-)";"A+";0;1
"Aquarius";"Dog";"Waning (-)";"0+";0;0
"Leo";"Tiger";"Waning (-)";"A+";0;0
"Aquarius";"Rooster";"Full (O)";"0+";1;1
"Aries";"Tiger";"Waxing (+)";"A+";0;1
"Taurus";"Rat";"Full (O)";"B-";0;1
"Pisces";"Monkey";"Waxing (+)";"A+";0;1
"Aquarius";"Snake";"New ( )";"0+";0;1
"Virgo";"Dragon";"Waxing (+)";"0+";0;0
"Leo";"Horse";"Waxing (+)";"A+";0;1
"Cancer";"Horse";"Waxing (+)";"0+";0;0
"Scorpio";"Dragon";"New ( )";"0+";0;0
"Pisces";"Rat";"Waning (-)";"A+";0;1
"Scorpio";"Dog";"Waning (-)";"0+";0;0
"Saggitarius";"Monkey";"Waning (-)";"A+";0;0
"Saggitarius";"Horse";"Waxing (+)";"A+";0;1
"Scorpio";"Tiger";"Waning (-)";"A+";0;0
"Scorpio";"Snake";"Waxing (+)";"A+";0;0
"Taurus";"Rat";"Waning (-)";"A+";0;0
"Taurus";"Ox";"Waxing (+)";"B+";0;1
"Aries";"Dog";"Waning (-)";"0+";0;0
"Aquarius";"Goat";"Waxing (+)";"A+";0;0
"Cancer";"Rabbit";"Waning (-)";"A+";0;1
"Saggitarius";"Horse";"Waning (-)";"A-";0;0
"Saggitarius";"Dragon";"Waning (-)";"B+";1;0
"Virgo";"Rat";"Waxing (+)";"A+";1;0
"Aquarius";"Horse";"Waning (-)";"B+";0;1
"Scorpio";"Tiger";"Waxing (+)";"A+";1;1
"Pisces";"Pig";"Waning (-)";"0+";0;0
"Scorpio";"Dog";"Waxing (+)";"A+";0;0
"Pisces";"Ox";"Waning (-)";"B+";0;1
"Saggitarius";"Rooster";"New ( )";"A+";0;0
"Libra";"Rat";"Waxing (+)";"0-";0;1
"Aries";"Horse";"Waxing (+)";"A+";0;0
"Carpicorn";"Rabbit";"New ( )";"0+";1;0
"Virgo";"Monkey";"Waning (-)";"0+";0;1
"Taurus";"Snake";"Waning (-)";"0+";0;0
"Scorpio";"Dog";"Waning (-)";"0-";0;0
"Libra";"Dog";"New ( )";"0+";0;0
"Pisces";"Horse";"Waning (-)";"B+";0;0
"Aquarius";"Rabbit";"Waning (-)";"A+";1;1
"Pisces";"Dragon";"Waning (-)";"0+";1;1
"Virgo";"Horse";"Waning (-)";"0+";0;0
"Pisces";"Dragon";"Waxing (+)";"B+";0;1
"Gemini";"Rabbit";"Waning (-)";"A+";0;1
"Leo";"Ox";"Waning (-)";"A+";0;1
"Carpicorn";"Monkey";"Waning (-)";"A+";0;0
"Aries";"Snake";"New ( )";"A+";0;1
"Scorpio";"Pig";"Waxing (+)";"0+";1;1
"Scorpio";"Horse";"Waxing (+)";"0+";1;0
"Taurus";"Horse";"New ( )";"A+";0;1
"Aries";"Pig";"Full (O)";"A+";0;0
"Gemini";"Horse";"Waxing (+)";"A-";0;1
"Gemini";"Rooster";"Waxing (+)";"0+";0;1
"Pisces";"Monkey";"Waxing (+)";"A+";0;1
"Scorpio";"Dog";"Waning (-)";"B+";1;0
"Virgo";"Dog";"Waning (-)";"0+";0;1
"Pisces";"Tiger";"Waning (-)";"A+";1;1
"Taurus";"Goat";"Waxing (+)";"0+";0;1
"Cancer";"Rooster";"Waxing (+)";"A+";0;0
"Carpicorn";"Rooster";"Full (O)";"B+";0;1
"Cancer";"Rabbit";"Waxing (+)";"0-";0;0
"Leo";"Rabbit";"Waning (-)";"A+";0;1
"Cancer";"Monkey";"Waning (-)";"B+";0;0
"Aquarius";"Horse";"Waxing (+)";"0+";0;0
"Gemini";"Rat";"Waxing (+)";"A-";1;1
"Aquarius";"Dog";"Waning (-)";"A+";0;0
"Leo";"Tiger";"New ( )";"B-";0;0
"Virgo";"Dog";"Waxing (+)";"A+";0;0
"Saggitarius";"Horse";"Waning (-)";"0+";0;0
"Gemini";"Goat";"Full (O)";"A+";0;1
"Taurus";"Horse";"Waning (-)";"A+";0;1
"Aries";"Monkey";"Full (O)";"0+";0;1
"Saggitarius";"Rooster";"Waning (-)";"0+";0;1
"Aquarius";"Rooster";"Full (O)";"AB+";1;0
"Pisces";"Rat";"Waning (-)";"A+";0;1
"Aquarius";"Rooster";"Waxing (+)";"0+";1;1
"Aries";"Ox";"Waxing (+)";"0+";0;0
"Taurus";"Snake";"Full (O)";"0+";0;0
"Pisces";"Pig";"Waning (-)";"0+";0;0
"Pisces";"Pig";"New ( )";"A+";0;1
"Aquarius";"Rabbit";"Waning (-)";"0+";0;1
"Virgo";"Rabbit";"Full (O)";"0+";1;1
"Taurus";"Goat";"Waning (-)";"A+";1;0
"Virgo";"Rabbit";"Full (O)";"A+";0;1
"Leo";"Pig";"Waning (-)";"A+";0;0
"Pisces";"Pig";"Waxing (+)";"A+";1;1
"Virgo";"Rat";"Waxing (+)";"A+";0;0
"Leo";"Monkey";"Waning (-)";"A+";1;1
"Aquarius";"Rat";"Waxing (+)";"AB+";1;1
"Pisces";"Goat";"Waxing (+)";"0+";1;0
"Libra";"Rat";"Waxing (+)";"A+";0;0
"Carpicorn";"Snake";"Waning (-)";"AB+";0;1
"Gemini";"Ox";"Waning (-)";"A+";0;0
"Cancer";"Dog";"Full (O)";"A-";0;0
"Aries";"Dragon";"Waning (-)";"0+";0;0
"Aquarius";"Goat";"New ( )";"B+";0;1
"Aquarius";"Snake";"Waxing (+)";"0+";0;1
"Libra";"Rabbit";"Waxing (+)";"A+";1;1
"Saggitarius";"Rooster";"New ( )";"A+";1;1
"Aquarius";"Ox";"Waxing (+)";"0+";1;0
"Pisces";"Rabbit";"Waxing (+)";"B-";0;0
"Virgo";"Rat";"Full (O)";"0-";0;0
"Gemini";"Dragon";"Waning (-)";"A+";0;1
"Saggitarius";"Rabbit";"Waning (-)";"A+";1;1
"Carpicorn";"Horse";"Full (O)";"0+";0;0
"Gemini";"Ox";"Waning (-)";"A-";0;0
"Leo";"Ox";"Waning (-)";"0+";1;0
"Saggitarius";"Ox";"New ( )";"0+";1;1
"Aquarius";"Monkey";"Waxing (+)";"0-";0;0
"Aries";"Rat";"Waxing (+)";"0+";1;0
"Libra";"Horse";"Waning (-)";"0+";0;1
"Scorpio";"Goat";"New ( )";"A+";0;0
"Carpicorn";"Pig";"Waning (-)";"B-";0;1
"Pisces";"Pig";"Waning (-)";"A-";0;1
"Pisces";"Tiger";"Waxing (+)";"A+";0;0
"Taurus";"Ox";"Waxing (+)";"0+";1;0
"Scorpio";"Horse";"Waning (-)";"A+";0;0
"Virgo";"Dragon";"Waxing (+)";"B+";0;0
"Pisces";"Pig";"Full (O)";"A+";1;1
"Aquarius";"Tiger";"Waning (-)";"A+";0;1
"Gemini";"Ox";"Waning (-)";"A+";0;0
"Carpicorn";"Rooster";"Waning (-)";"0+";0;1
"Cancer";"Dog";"Waxing (+)";"0+";0;1
"Taurus";"Rabbit";"Waxing (+)";"0+";1;1
"Aries";"Horse";"New ( )";"B+";0;1
"Gemini";"Pig";"Waning (-)";"0+";0;1
"Saggitarius";"Tiger";"New ( )";"A+";0;0
"Cancer";"Tiger";"Waning (-)";"A+";0;0
"Taurus";"Rabbit";"Full (O)";"A+";0;0
"Scorpio";"Goat";"Waning (-)";"A+";0;1
"Gemini";"Rabbit";"Waning (-)";"0+";0;1
"Leo";"Rooster";"Waning (-)";"0+";0;1
"Libra";"Monkey";"Waning (-)";"B+";0;1
"Saggitarius";"Tiger";"Waning (-)";"B+";0;0
"Aquarius";"Rat";"Waxing (+)";"0+";0;0
"Cancer";"Rabbit";"Full (O)";"A-";1;1
"Libra";"Monkey";"Waning (-)";"B+";0;0
"Libra";"Horse";"Waxing (+)";"A+";0;1
"Carpicorn";"Dragon";"Waxing (+)";"0+";0;0
"Carpicorn";"Pig";"Waning (-)";"B-";0;1
"Aquarius";"Snake";"Waning (-)";"A+";1;0
"Pisces";"Snake";"Waning (-)";"A+";1;0
"Aries";"Rooster";"Full (O)";"A+";0;0
"Scorpio";"Dragon";"Waning (-)";"AB+";1;0
"Scorpio";"Goat";"Full (O)";"A-";0;1
"Cancer";"Ox";"Full (O)";"0+";0;1
"Libra";"Rooster";"Waning (-)";"0+";0;1
"Leo";"Dog";"Waning (-)";"A+";0;1
"Taurus";"Goat";"Waning (-)";"A+";1;1
"Saggitarius";"Tiger";"Full (O)";"B+";1;0
"Scorpio";"Goat";"Waning (-)";"B+";0;1
"Gemini";"Dog";"Waning (-)";"0+";0;0
"Leo";"Tiger";"New ( )";"0+";0;1
"Scorpio";"Rooster";"Waning (-)";"A-";0;1
"Gemini";"Tiger";"Waning (-)";"0+";0;0
"Gemini";"Monkey";"Waxing (+)";"AB+";0;1
"Libra";"Tiger";"New ( )";"0+";0;1
"Virgo";"Ox";"Waning (-)";"A+";1;1
"Pisces";"Horse";"Waning (-)";"B+";0;1
"Leo";"Ox";"Waxing (+)";"A+";0;0
"Taurus";"Horse";"New ( )";"A+";0;0
"Pisces";"Snake";"Waxing (+)";"A+";0;0
"Virgo";"Rat";"Waning (-)";"A-";1;0
"Saggitarius";"Pig";"Waning (-)";"B-";0;0
"Scorpio";"Pig";"Waning (-)";"AB+";0;0
"Virgo";"Rooster";"Waning (-)";"0+";0;0
"Cancer";"Pig";"Waxing (+)";"A+";0;0
"Libra";"Horse";"Waning (-)";"0+";0;0
"Saggitarius";"Dog";"Waxing (+)";"AB-";0;1
"Scorpio";"Rooster";"Waxing (+)";"0+";1;0
"Saggitarius";"Snake";"Waxing (+)";"A+";0;1
"Carpicorn";"Monkey";"Waxing (+)";"A+";1;0
"Libra";"Monkey";"Waning (-)";"0+";0;0
"Virgo";"Horse";"Waxing (+)";"0+";0;0
"Taurus";"Horse";"Waxing (+)";"A+";0;0
"Taurus";"Dragon";"Waxing (+)";"B+";1;1
"Aries";"Rabbit";"New ( )";"0+";0;0
"Gemini";"Tiger";"Waxing (+)";"A+";1;1
"Libra";"Monkey";"Full (O)";"0+";1;0
"Carpicorn";"Ox";"Waxing (+)";"AB-";0;1
"Carpicorn";"Rabbit";"Waning (-)";"0+";0;0
"Pisces";"Monkey";"New ( )";"A+";0;1
"Saggitarius";"Rat";"Waxing (+)";"A+";1;0
"Aquarius";"Rabbit";"Full (O)";"A+";0;1
"Pisces";"Snake";"Waning (-)";"0+";1;0
"Saggitarius";"Pig";"Waxing (+)";"0+";1;0
"Aquarius";"Horse";"Waning (-)";"A+";0;1
"Taurus";"Goat";"Waxing (+)";"B+";0;0
"Libra";"Tiger";"New ( )";"A+";0;0
"Pisces";"Horse";"Full (O)";"0+";1;1
"Saggitarius";"Tiger";"Waxing (+)";"A+";1;1
"Aries";"Snake";"Waning (-)";"0-";0;0
"Cancer";"Rooster";"Waning (-)";"0+";0;0
"Leo";"Horse";"Waning (-)";"A+";0;0
"Aquarius";"Rooster";"Waxing (+)";"0+";1;1
"Aries";"Tiger";"New ( )";"B+";0;0
"Leo";"Pig";"Waning (-)";"A+";0;1
"Taurus";"Rat";"New ( )";"B-";0;1
"Aries";"Rabbit";"New ( )";"A-";1;1
"Gemini";"Monkey";"Waning (-)";"0+";0;1
"Taurus";"Dragon";"Waning (-)";"B+";0;1
"Saggitarius";"Goat";"Waning (-)";"A+";0;1
"Leo";"Rat";"Waning (-)";"0+";0;0
"Scorpio";"Pig";"Waning (-)";"A+";0;0
"Aquarius";"Dog";"Waning (-)";"A+";0;0
"Taurus";"Snake";"Waxing (+)";"A+";0;0
"Carpicorn";"Goat";"Waning (-)";"0+";1;1
"Aries";"Monkey";"Waxing (+)";"AB+";0;0
"Leo";"Dragon";"New ( )";"A+";1;1
"Cancer";"Rabbit";"Waning (-)";"A+";0;1
"Gemini";"Dragon";"Waning (-)";"A+";0;1
"Taurus";"Pig";"Waxing (+)";"A+";0;0
"Scorpio";"Rabbit";"Waning (-)";"A+";0;0
"Libra";"Dog";"Full (O)";"0+";0;0
"Libra";"Dog";"Waning (-)";"0+";0;1
"Pisces";"Tiger";"Waxing (+)";"A+";0;0
"Taurus";"Horse";"Waning (-)";"0+";1;1
"Cancer";"Dog";"Waxing (+)";"B+";1;0
"Scorpio";"Snake";"Waxing (+)";"0+";1;0
"Cancer";"Dog";"Waxing (+)";"A-";0;0
"Scorpio";"Tiger";"Waxing (+)";"A+";1;1
"Libra";"Pig";"Waxing (+)";"A-";1;1
"Scorpio";"Rat";"Full (O)";"A-";0;0
"Gemini";"Pig";"Full (O)";"0+";0;0
"Gemini";"Monkey";"Waning (-)";"AB+";0;0
"Virgo";"Snake";"New ( )";"0+";0;0
"Carpicorn";"Rabbit";"Waxing (+)";"A+";0;1
"Saggitarius";"Dog";"Full (O)";"B+";0;1
"Pisces";"Horse";"Waning (-)";"0+";0;1
"Aquarius";"Rat";"Full (O)";"0+";0;1
"Carpicorn";"Rabbit";"Waxing (+)";"0+";0;0
"Aquarius";"Pig";"Waning (-)";"0+";1;0
"Gemini";"Snake";"Waning (-)";"0+";0;0
"Leo";"Horse";"New ( )";"A+";1;0
"Leo";"Rabbit";"Waxing (+)";"A-";0;0
"Virgo";"Tiger";"Waxing (+)";"0+";0;1
"Saggitarius";"Dog";"Waxing (+)";"A+";0;0
"Aquarius";"Tiger";"Waning (-)";"0+";0;0
"Leo";"Dog";"Waning (-)";"A+";1;1
"Aquarius";"Pig";"Waxing (+)";"A+";1;0
"Taurus";"Dog";"Waxing (+)";"0+";0;0
"Saggitarius";"Rat";"New ( )";"AB+";1;0
"Aquarius";"Snake";"Full (O)";"A-";1;0
"Libra";"Dog";"Waning (-)";"B+";1;0
"Cancer";"Dragon";"Waning (-)";"0+";1;0
"Taurus";"Rooster";"Waning (-)";"0+";0;0
"Leo";"Ox";"Waxing (+)";"A+";0;1
"Pisces";"Rat";"Waxing (+)";"B-";0;1
"Aries";"Dog";"New ( )";"A-";0;1
"Scorpio";"Horse";"New ( )";"0+";1;1
"Cancer";"Rabbit";"Waxing (+)";"0+";0;1
"Libra";"Rooster";"Waning (-)";"0-";1;1
"Aquarius";"Rat";"New ( )";"0+";0;0
"Virgo";"Dog";"Waning (-)";"A+";1;1
"Gemini";"Snake";"Waning (-)";"0+";0;0
"Leo";"Rooster";"Waning (-)";"A+";1;1
"Virgo";"Goat";"Waxing (+)";"AB+";0;1
"Leo";"Dragon";"New ( )";"B+";0;1
"Libra";"Dog";"Waning (-)";"A+";1;1
"Virgo";"Ox";"Waxing (+)";"A+";1;1
"Gemini";"Dragon";"Waxing (+)";"A-";0;1
"Taurus";"Rooster";"Full (O)";"0+";0;0
"Leo";"Rooster";"New ( )";"0+";0;0
"Aries";"Rabbit";"Full (O)";"0-";1;0
"Libra";"Pig";"Waning (-)";"A+";1;0
"Libra";"Snake";"Waning (-)";"A+";0;0
"Carpicorn";"Monkey";"Waning (-)";"B+";0;1
"Carpicorn";"Pig";"Waxing (+)";"A+";0;0
"Taurus";"Rat";"New ( )";"A+";1;1
"Carpicorn";"Rat";"Waning (-)";"0+";0;0
"Virgo";"Snake";"Waxing (+)";"B+";1;1
"Pisces";"Horse";"Full (O)";"0+";0;1
"Aquarius";"Dog";"Waxing (+)";"0+";0;0
"Gemini";"Ox";"Waning (-)";"0+";0;1
"Leo";"Dog";"Waning (-)";"B+";0;0
"Gemini";"Dog";"Waxing (+)";"A+";0;0
"Saggitarius";"Monkey";"Waxing (+)";"AB-";0;1
"Scorpio";"Rabbit";"Waxing (+)";"0+";1;1
"Carpicorn";"Pig";"New ( )";"AB+";1;0
"Leo";"Rooster";"Full (O)";"A+";1;0
"Saggitarius";"Horse";"Waning (-)";"0+";0;0
"Aries";"Tiger";"Waning (-)";"0+";0;1
"Carpicorn";"Horse";"New ( )";"A+";0;0
"Taurus";"Dragon";"Waning (-)";"A+";0;1
"Libra";"Goat";"Waning (-)";"B-";1;1
"Taurus";"Dragon";"Waning (-)";"B+";0;0
"Virgo";"Dog";"Waxing (+)";"0+";0;0
"Carpicorn";"Dog";"Waxing (+)";"0+";0;1
"Taurus";"Rabbit";"Waning (-)";"0+";0;1
"Aquarius";"Horse";"Full (O)";"A+";0;0
"Libra";"Tiger";"Waxing (+)";"B+";1;1
"Carpicorn";"Snake";"Waxing (+)";"A+";0;0
"Saggitarius";"Tiger";"New ( )";"0+";1;1
"Scorpio";"Monkey";"Waxing (+)";"0+";0;1
"Carpicorn";"Dragon";"New ( )";"A+";0;1
"Saggitarius";"Dog";"Waning (-)";"A+";0;1
"Leo";"Dog";"New ( )";"0-";0;1
"Gemini";"Horse";"Waning (-)";"0-";0;1
"Aries";"Monkey";"Waning (-)";"A+";0;1
"Carpicorn";"Rat";"Waxing (+)";"0+";0;1
"Saggitarius";"Goat";"Waning (-)";"0+";0;0
"Gemini";"Pig";"Waning (-)";"B+";0;0
"Scorpio";"Dog";"Waxing (+)";"0+";0;0
"Leo";"Rooster";"Waning (-)";"A+";0;1
"Pisces";"Pig";"Waning (-)";"A-";0;1
"Taurus";"Horse";"Waxing (+)";"A+";0;0
"Cancer";"Ox";"Full (O)";"0+";0;0
"Gemini";"Dog";"Full (O)";"0+";0;0
"Leo";"Horse";"Waxing (+)";"0+";0;1
"Carpicorn";"Snake";"Waxing (+)";"A+";0;0
"Aries";"Snake";"Waning (-)";"0+";1;0
"Carpicorn";"Dragon";"New ( )";"A-";1;0
"Scorpio";"Pig";"Waxing (+)";"A+";1;1
"Libra";"Dragon";"Waning (-)";"A+";0;0
"Aries";"Snake";"New ( )";"B+";0;1
"Gemini";"Rabbit";"Full (O)";"0+";0;0
"Taurus";"Goat";"Waxing (+)";"A+";0;1
"Pisces";"Rat";"Waning (-)";"A+";0;0
"Libra";"Pig";"Waning (-)";"0+";0;1
"Taurus";"Horse";"Full (O)";"A-";0;1
"Saggitarius";"Rat";"Waxing (+)";"0+";0;0
"Libra";"Rat";"Waning (-)";"A+";1;1
"Saggitarius";"Dog";"Waning (-)";"A+";0;0
"Leo";"Tiger";"Full (O)";"A+";0;1
"Gemini";"Horse";"Waxing (+)";"0+";0;0
"Gemini";"Rooster";"Waning (-)";"0+";0;1
"Scorpio";"Monkey";"Waxing (+)";"A+";0;1
"Scorpio";"Tiger";"Waning (-)";"B-";0;0
"Gemini";"Ox";"Full (O)";"A-";1;0
"Cancer";"Rabbit";"Waxing (+)";"A+";0;0
"Aquarius";"Tiger";"Waning (-)";"0-";0;1
"Scorpio";"Rooster";"Waxing (+)";"0+";0;1
"Pisces";"Ox";"Full (O)";"0+";1;0
"Carpicorn";"Dog";"Waxing (+)";"B+";0;1
"Taurus";"Pig";"Full (O)";"A+";0;1
"Carpicorn";"Snake";"Waning (-)";"0+";0;0
"Pisces";"Dog";"Waxing (+)";"A+";0;1
"Saggitarius";"Horse";"Waxing (+)";"A-";0;0
"Gemini";"Pig";"Waxing (+)";"A+";0;1
"Aries";"Snake";"Waning (-)";"A+";0;0
"Carpicorn";"Dog";"Full (O)";"A+";1;0
"Gemini";"Tiger";"Waning (-)";"A-";0;0
"Carpicorn";"Horse";"Full (O)";"0+";0;1
"Aries";"Goat";"Waning (-)";"A-";1;1
"Libra";"Rooster";"Waning (-)";"0+";0;1
"Leo";"Tiger";"Waxing (+)";"A+";0;1
"Leo";"Rooster";"Waning (-)";"0+";0;1
"Cancer";"Rat";"Waning (-)";"0+";1;1
"Scorpio";"Pig";"Waxing (+)";"A-";0;0
"Aquarius";"Monkey";"Waning (-)";"0+";0;0
"Carpicorn";"Rabbit";"Full (O)";"0-";0;0
"Scorpio";"Rabbit";"Waxing (+)";"0+";0;0
"Aquarius";"Monkey";"Waning (-)";"A+";0;0
"Aquarius";"Rat";"Waning (-)";"0+";0;0
"Taurus";"Tiger";"Waning (-)";"0-";0;0
"Virgo";"Dog";"Waning (-)";"0+";0;0
"Taurus";"Ox";"New ( )";"A+";0;1
"Aquarius";"Monkey";"Waning (-)";"0+";0;0
"Aries";"Ox";"Waxing (+)";"AB+";0;0
"Scorpio";"Rooster";"Waning (-)";"0+";0;1
"Pisces";"Ox";"Waxing (+)";"B+";0;1
"Saggitarius";"Dragon";"Waxing (+)";"0+";0;1
"Carpicorn";"Rabbit";"Waning (-)";"0+";1;1
"Scorpio";"Monkey";"New ( )";"B-";0;0
"Aquarius";"Tiger";"Waxing (+)";"0+";0;1
"Pisces";"Pig";"Waxing (+)";"AB+";0;1
"Aquarius";"Rat";"Waxing (+)";"A+";0;1
"Taurus";"Pig";"Waning (-)";"0-";0;0
"Taurus";"Dog";"Waxing (+)";"0+";0;0
"Taurus";"Snake";"Waxing (+)";"A+";0;0
"Pisces";"Snake";"New ( )";"0+";0;1
"Scorpio";"Ox";"Waxing (+)";"0+";0;1
"Leo";"Snake";"Waxing (+)";"A+";1;1
"Aries";"Ox";"Waxing (+)";"A+";0;1
"Saggitarius";"Rat";"Waning (-)";"A+";0;1
"Scorpio";"Rooster";"Waxing (+)";"A+";0;0
"Virgo";"Monkey";"New ( )";"0+";0;0
"Leo";"Monkey";"Waning (-)";"A+";0;1
"Aquarius";"Rabbit";"Waning (-)";"0+";0;0
"Taurus";"Ox";"Waning (-)";"0-";0;0
"Virgo";"Horse";"Waxing (+)";"A+";1;1
"Pisces";"Rat";"Waxing (+)";"0+";0;0
"Carpicorn";"Goat";"Waning (-)";"0+";0;1
"Carpicorn";"Pig";"Waxing (+)";"A+";0;0
"Virgo";"Horse";"Waning (-)";"A+";0;1
"Scorpio";"Ox";"Waning (-)";"B-";0;1
"Gemini";"Rat";"Waxing (+)";"AB+";1;0
"Aquarius";"Rabbit";"Waxing (+)";"A+";0;1
"Pisces";"Pig";"Waxing (+)";"AB+";1;0
"Cancer";"Ox";"New ( )";"A-";0;1
"Aquarius";"Rooster";"New ( )";"A+";0;1
"Saggitarius";"Rat";"Waning (-)";"A+";0;0
"Aries";"Dragon";"Waxing (+)";"0-";1;0
"Gemini";"Monkey";"Waxing (+)";"AB-";0;0
"Scorpio";"Rat";"Waning (-)";"0+";0;1
"Pisces";"Rooster";"Waxing (+)";"0+";0;0
"Pisces";"Dog";"Waning (-)";"A+";0;1
"Taurus";"Horse";"Waxing (+)";"A+";0;1
"Aries";"Ox";"Waxing (+)";"A+";1;1
"Libra";"Horse";"Waxing (+)";"A+";0;0
"Virgo";"Rabbit";"Full (O)";"A+";0;0
"Libra";"Tiger";"Waning (-)";"A+";0;1
"Gemini";"Rat";"Waning (-)";"0-";0;0
"Gemini";"Ox";"Waning (-)";"A+";0;0
"Virgo";"Ox";"Waxing (+)";"0+";0;0
"Virgo";"Dog";"Waxing (+)";"B-";1;1
"Virgo";"Dragon";"Waning (-)";"B+";0;1
"Leo";"Monkey";"New ( )";"A+";0;1
"Scorpio";"Goat";"New ( )";"0+";0;1
"Gemini";"Ox";"Full (O)";"A+";0;0
"Aries";"Tiger";"Waning (-)";"0+";0;1
"Taurus";"Goat";"Waning (-)";"A+";0;0
"Virgo";"Pig";"Waning (-)";"B+";0;0
"Aries";"Goat";"Waning (-)";"B+";1;1
"Saggitarius";"Dragon";"Full (O)";"A+";0;1
"Taurus";"Rat";"New ( )";"B+";0;0
"Virgo";"Snake";"Waxing (+)";"0-";0;0
"Libra";"Rat";"Waning (-)";"A-";0;0
"Scorpio";"Ox";"Full (O)";"A+";0;1
"Libra";"Monkey";"New ( )";"0+";0;1
"Saggitarius";"Goat";"New ( )";"0+";1;1
"Gemini";"Ox";"Waxing (+)";"A+";0;1
"Pisces";"Dragon";"Waning (-)";"A+";1;1
"Scorpio";"Rabbit";"Full (O)";"A+";0;0
"Scorpio";"Dragon";"Full (O)";"A+";0;0
"Gemini";"Rabbit";"Waxing (+)";"0+";1;0
"Aquarius";"Snake";"Waning (-)";"A+";1;0
"Libra";"Monkey";"New ( )";"0+";0;1
"Aquarius";"Pig";"Full (O)";"A+";0;0
"Taurus";"Rabbit";"Waning (-)";"0+";0;0
"Aquarius";"Dragon";"Waxing (+)";"A+";0;0
"Leo";"Snake";"Waning (-)";"A+";0;0
"Leo";"Dragon";"Waxing (+)";"0-";0;1
"Saggitarius";"Rabbit";"Waxing (+)";"0+";0;1
"Aries";"Goat";"Waning (-)";"0+";0;0
"Taurus";"Tiger";"Waxing (+)";"B+";0;0
"Virgo";"Monkey";"Waning (-)";"A+";0;1
"Libra";"Horse";"Waning (-)";"A+";0;0
"Libra";"Ox";"New ( )";"B-";1;1
"Carpicorn";"Ox";"Waning (-)";"B+";0;0
"Aries";"Tiger";"Waning (-)";"A+";0;0
"Saggitarius";"Rabbit";"Waning (-)";"A+";0;1
"Pisces";"Goat";"New ( )";"A+";0;0
"Aquarius";"Pig";"Waxing (+)";"A+";1;1
"Gemini";"Dog";"New ( )";"0+";0;0
"Gemini";"Goat";"Waning (-)";"0+";0;1
"Cancer";"Goat";"New ( )";"B-";0;1
"Libra";"Horse";"Waxing (+)";"A+";0;1
"Gemini";"Dragon";"Full (O)";"A+";1;0
"Cancer";"Goat";"Waxing (+)";"A-";0;0
"Scorpio";"Horse";"Waning (-)";"0+";0;1
"Virgo";"Rabbit";"Waning (-)";"0-";0;1
"Scorpio";"Pig";"Waxing (+)";"0+";0;0
"Aquarius";"Monkey";"Waning (-)";"0+";0;1
"Saggitarius";"Dog";"Waning (-)";"0+";1;1
"Virgo";"Snake";"Full (O)";"0+";1;0
"Carpicorn";"Tiger";"Waxing (+)";"AB+";0;0
"Gemini";"Monkey";"New ( )";"A+";0;0
"Leo";"Pig";"New ( )";"A+";1;0
